chargedeviceid,name,latitude,longitude,town,chargedevicestatus,locationtype,datecreated,dateupdated,connectorcount
0dc4ae14988c1f79433e901c4d454e79,WALKER STREET CAR PARK,56.066171,-3.717335,KINCARDINE,IN SERVICE,PUBLIC CAR PARK,2017-10-09T07:43:29Z,2020-01-18T10:17:20Z,2
39cd07db4e46ea3704abae9980d11b92,HALBEATH PARK & RIDE,56.08164,-3.394109,HALBEATH DUNFERMLINE,IN SERVICE,PUBLIC CAR PARK,2017-10-09T09:37:55Z,2020-01-18T10:17:40Z,3
cddf97a969951d5d4db2728c7894524b,KINROSS PARK AND RIDE,56.207262,-3.433714,KINROSS,IN SERVICE,PUBLIC CAR PARK,2017-10-09T09:43:07Z,2020-01-18T10:18:00Z,3
e81b242446051beef26f1b77447b7206,KING STREET CAR PARK,56.37149,-3.845169,CRIEFF,IN SERVICE,PUBLIC CAR PARK,2017-10-09T09:52:02Z,2020-01-18T10:18:21Z,2
a80b0d78801cbc324e13fa9e0df7e4b5,THE AVENUE SHOPPING CENTRE,55.772821,-4.333516,NEWTON MEARNS,IN SERVICE,PUBLIC CAR PARK,2017-10-09T09:58:02Z,2020-01-18T10:18:41Z,2
6f27749bf039dfb3e4c4200d81bcf4c8,RIVERSIDE MUSEUM,55.865134,-4.306318,GLASGOW,IN SERVICE,PUBLIC CAR PARK,2017-10-09T10:02:46Z,2020-01-18T10:19:01Z,2
47b91f4b375abbf6dfa497976d04dce9,RIVERSIDE MUSEUM,55.865134,-4.306318,GLASGOW,IN SERVICE,PUBLIC CAR PARK,2017-10-09T10:08:33Z,2020-01-18T10:20:20Z,2
8d1284a29fb82b84a67af9459af457f7,RIVERSIDE MUSEUM,55.865134,-4.306318,GLASGOW,IN SERVICE,PUBLIC CAR PARK,2017-10-09T10:10:27Z,2020-01-18T10:20:37Z,2
4626e1370bc4b60e104966c325ba9cbf,LIVINGSTON FC ALMONDVALE STADIUM,55.886491,-3.52283,LIVINGSTON,IN SERVICE,PUBLIC CAR PARK,2017-10-09T10:13:23Z,2020-01-18T10:20:57Z,3
14a6038d23924c4761ebfa9f6fc7d89f,FALLS OF SHIN,57.966942,-4.401106,THE LINKS GOLSPIE BUSINESS PA,IN SERVICE,WORKPLACE CAR PARK,2017-10-09T10:20:11Z,2020-01-18T10:21:19Z,3
41e01f746ab5fcf05ed8be1d738bd405,GLASGOW CLUB - NETHERCRAIGS SPORTS CENTRE,55.838624,-4.33519,GLASGOW,IN SERVICE,PUBLIC CAR PARK,2017-10-09T10:23:54Z,2020-01-18T10:21:36Z,2
184d6f4dca4483308a29c707fd1fa699,BLYTHSWOOD SQUARE,55.86404,-4.262638,GLASGOW,IN SERVICE,PUBLIC CAR PARK,2017-10-09T10:25:23Z,2020-01-18T10:22:00Z,2
941d5007e0a0bd420ca69db03ef54c4d,WEST CAMPBELL STREET,55.860218,-4.261282,GLASGOW,IN SERVICE,PUBLIC CAR PARK,2017-10-10T07:40:21Z,2020-01-18T10:22:20Z,2
889c522de6762367fdbcd152e4c381c7,WEST CAMPBELL STREET,55.860218,-4.261282,GLASGOW,IN SERVICE,PUBLIC CAR PARK,2017-10-10T07:41:32Z,2020-01-18T10:22:39Z,2
13dc99fef8bc0f15ba4a034d491330c7,JOHNSTONE TOWN HALL,55.83524,-4.513222,JOHNSTONE,IN SERVICE,PUBLIC CAR PARK,2017-10-10T07:51:54Z,2020-01-18T10:23:07Z,3
ada1cbb7a1b3d89d7d3dcaa59609b3d6,BROXDEN PARK AND RIDE,56.388004,-3.481691,PERTH,IN SERVICE,PUBLIC CAR PARK,2017-10-10T07:54:00Z,2020-01-18T10:23:30Z,3
7eeb15d6027a367ea82bc7c5e9f25abd,MURRAY HOSPITAL,56.400476,-3.412323,PERTH,IN SERVICE,PUBLIC CAR PARK,2017-10-10T07:58:10Z,2020-01-18T10:23:45Z,2
4b4488c37e50aa0def88955d197203c6,UIG COMMUNITY CENTRE,58.199817,-7.013427,UIG ISLE OF LEWIS,IN SERVICE,PUBLIC CAR PARK,2017-10-10T08:02:31Z,2020-01-18T10:24:14Z,2
ce2b8aedd1777f1977b0cc55b4dc8866,SHAWBOST COMMUNITY SCHOOL,58.327154,-6.682115,SHAWBOST ISLE OF LEWIS,IN SERVICE,PUBLIC CAR PARK,2017-10-10T08:04:30Z,2020-01-18T10:24:47Z,2
b9fe446b37be4b61f11d8419b5859a33,RIE-ACHEN ROAD CAR PARK,56.703806,-3.738554,PITLOCHRY,IN SERVICE,PUBLIC CAR PARK,2017-10-10T08:19:14Z,2020-01-18T10:25:09Z,3
75d0783f617820ce1a5a1389749e2dad,SCOTTISH CANALS - FALKIRK WHEEL,55.9991,-3.834532,FALKIRK,IN SERVICE,WORKPLACE CAR PARK,2017-10-10T08:22:42Z,2020-01-18T10:25:28Z,2
0d0c7e3f1daea214570df1d681f97b1f,UNIVERSITY OF DUNDEE - PARK PLACE CAR PARK,56.458868,-2.976572,DUNDEE,IN SERVICE,WORKPLACE CAR PARK,2017-10-10T08:28:54Z,2020-01-18T10:25:43Z,2
e566940d2d0ed3b3b2cde15b72d021de,BRIDGE OF ORCHY VILLAGE HALL TRUST,56.517543,-4.767196,BRIDE OF ORCHY,IN SERVICE,WORKPLACE CAR PARK,2017-10-10T08:36:46Z,2020-01-18T10:25:59Z,2
3d37445d31b65d4ec0e2539a769273da,PETER VARDY - 1,56.489181,-3.108945,DUNDEE,IN SERVICE,WORKPLACE CAR PARK,2017-10-10T08:41:23Z,2020-01-18T10:26:13Z,2
2b016d00b45181171d66f4b15611d578,PETER VARDY - 2,56.489181,-3.108945,DUNDEE,IN SERVICE,WORKPLACE CAR PARK,2017-10-10T08:42:36Z,2020-01-18T10:26:32Z,2
9c31318fd616fab347dd8f689e8e6be1,THE LAGGAN FOREST TRUST,57.00133,-4.317799,LAGGAN,IN SERVICE,WORKPLACE CAR PARK,2017-10-10T08:46:37Z,2020-01-18T10:26:51Z,2
1aef1e834b4c31bd58191d7457cd5e64,LARGS YACHT HAVEN,55.775957,-4.858037,LARGS,IN SERVICE,WORKPLACE CAR PARK,2017-10-10T08:48:20Z,2020-01-18T10:27:09Z,2
1cb5e7535b5e4aa0bbb501f43c5bd910,SCIENCE AND ADVICE FOR SCOTTISH AGRICULTURE - 2,55.923674,-3.342933,EDINBURGH,IN SERVICE,WORKPLACE CAR PARK,2017-10-10T08:53:06Z,2020-01-18T10:27:25Z,2
125a98d63ecb2fab88dfe452f8646874,SCIENCE AND ADVICE FOR SCOTTISH AGRICULTURE,55.923674,-3.342933,EDINBURGH,IN SERVICE,WORKPLACE CAR PARK,2017-10-10T08:54:29Z,2020-01-18T10:27:53Z,2
2c4e8cceb3039f8236a812ea5211d475,RIG STREET ABERLADY,56.008278,-2.861536,ABERLADY,IN SERVICE,PUBLIC CAR PARK,2019-07-23T12:40:26Z,2020-01-18T10:38:56Z,2
656adfb4d2f55130bb748309ccae2a99,STENTON CAR PARK,55.960295,-2.606205,STENTON,IN SERVICE,PUBLIC CAR PARK,2019-07-23T12:43:10Z,2020-01-18T10:39:17Z,2
be0b07bc63166b3d463469128cce721d,SPRINGFIELD TERRACE,55.993409,-2.552703,WEST BARNS,IN SERVICE,ON-STREET,2019-07-23T12:46:15Z,2020-01-18T10:39:54Z,2
7d2bb55bb8d4a35025b15eb652920f3d,WESTGATE,56.003702,-2.517767,DUNBAR,IN SERVICE,ON-STREET,2019-07-23T12:50:20Z,2020-01-18T10:40:16Z,2
d59e806eada601ad17d640e09cd8c33f,ABBEYLANDS,56.000463,-2.515979,DUNBAR,IN SERVICE,PUBLIC CAR PARK,2019-07-23T12:53:00Z,2020-01-18T10:40:45Z,2
5e0e2e9478fd505e407b30d56d8ed679,FLOORS TERRACE,56.002651,-2.527871,DUNBAR,IN SERVICE,ON-STREET,2020-11-27T13:02:48Z,2020-11-27T13:02:48Z,2
84640d6003a284825b2e9c97cccc1bc4,VILLAGE HALL,55.928369,-2.662639,GARVALD,IN SERVICE,ON-STREET,2020-11-27T13:02:48Z,2020-11-27T13:02:48Z,2
d427827f3d7dc428d2df366fbf9912b6,WALDEN PLACE,55.902394,-2.741856,GIFFORD,IN SERVICE,ON-STREET,2020-11-27T13:02:48Z,2020-11-27T13:02:48Z,2
83c12dcd1b325480f9020a593e8857c3,JOHN MUIR HOUSE (ELECTRIC CAR PARK),55.95408,-2.77999,HADDINGTON,IN SERVICE,PUBLIC CAR PARK,2020-11-27T13:02:48Z,2020-11-27T13:02:48Z,2
325d63744c3791eb2e193f6be5ef4e5f,JOHN MUIR HOUSE (ELECTRIC CAR PARK),55.95411,-2.780152,HADDINGTON,IN SERVICE,PUBLIC CAR PARK,2020-11-27T13:02:48Z,2020-11-27T13:02:48Z,2
5347801e8b8946cbe8dfc979a85b87b7,LONG STAY CAR PARK,55.955964,-2.782585,HADDINGTON,IN SERVICE,PUBLIC CAR PARK,2020-11-27T13:02:48Z,2020-11-27T13:02:48Z,2
7c041e8e52dad67dc4061f613baf3598,SEGGARSDEAN COURT,55.953315,-2.763617,HADDINGTON,IN SERVICE,PUBLIC CAR PARK,2020-11-27T13:02:48Z,2020-11-27T13:02:48Z,2
b84cf88062c2c21b272911d2e5b0de1d,SEGGARSDEAN COURT,55.953341,-2.763615,HADDINGTON,IN SERVICE,PUBLIC CAR PARK,2020-11-27T13:02:48Z,2020-11-27T13:02:48Z,2
35404f0592ab837c8832c2d12ab41061,SEGGARSDEAN COURT,55.953303,-2.763611,HADDINGTON,IN SERVICE,PUBLIC CAR PARK,2020-11-27T13:02:48Z,2020-11-27T13:02:48Z,2
7f779382a3e02c5a0d095c5e76ec5056,GRACEFIELD CAR PARK,55.945319,-3.057739,MUSSELBURGH,IN SERVICE,PUBLIC CAR PARK,2020-11-27T13:02:48Z,2020-11-27T13:02:48Z,2
5adda105ac3dbac1f13dd903387f083d,GRACEFIELD CAR PARK,55.945257,-3.057755,MUSSELBURGH,IN SERVICE,PUBLIC CAR PARK,2020-11-27T13:02:48Z,2020-11-27T13:02:48Z,2
fb97fe66af9b3284b34c31a8c77fd2f2,BOWLING CLUB,55.911674,-2.884612,PENCAITLAND,IN SERVICE,PUBLIC CAR PARK,2020-11-27T13:02:48Z,2020-11-27T13:02:48Z,2
2e3e778d9ed37dad335e5d3b8598850d,HIGH STREET,55.959209,-2.985563,PRESTONPANS,IN SERVICE,ON-STREET,2020-11-27T13:02:48Z,2020-11-27T13:02:48Z,2
c911241d00294e8bb714eee2e83fa475,ALEX F NOBLE & SON,55.875053,-3.173333,LOANHEAD,IN SERVICE,OTHER,2012-06-18T11:48:49Z,2021-03-09T10:12:34Z,2
f26df67e8110ee2b44923db775e3e47f,GALSON TRUST,58.484891,-6.255978,ISLE OF LEWIS,IN SERVICE,OTHER,2012-06-18T11:48:50Z,2015-11-03T13:19:53Z,2
31c0b36aef265d9221af80872ceb62f9,NISSAN BLACKSHAWS,55.399446,-1.690387,ALNWICK,IN SERVICE,OTHER,2012-06-18T11:48:50Z,2015-11-03T13:21:29Z,2
533fa796b43291fc61a9e812a50c3fb6,ORKNEY ISLANDS COUNCIL,58.980574,-2.956374,KIRKWALL,IN SERVICE,OTHER,2012-06-18T11:48:50Z,2015-10-30T12:46:56Z,2
65e39b67d6befa63b526c8eca5534b7b,NEW AUCHMUTY HIGH SCHOOL,56.195273,-3.161536,GLENROTHES,IN SERVICE,OTHER,2013-09-24T03:09:49Z,2016-01-11T10:40:43Z,2
ecaeafc0832340d4da28bd0370c03094,SAINSBURY'S EDINBURGH LONGSTONE,55.924798,-3.252183,EDINBURGH,IN SERVICE,PARK & RIDE SITE,2013-09-24T03:09:52Z,2016-01-11T10:40:46Z,2
861d1372eadbe8dfab4c812c388ad07d,WB ABINGTON,55.507667,-3.695574,BIGGAR,IN SERVICE,SERVICE STATION,2015-10-08T08:58:01Z,2016-06-16T08:40:31Z,2
4ebaed3f438956f7f60b41e70a9b55c6,WB ABINGTON,55.507667,-3.695574,BIGGAR,IN SERVICE,OTHER,2015-10-08T11:20:41Z,2016-06-14T13:20:43Z,2
635ee98027aab842bbdea6ecb29a6f77,WB GRETNA GREEN,55.00777,-3.082936,GRETNA,IN SERVICE,SERVICE STATION,2015-10-12T13:03:54Z,2016-06-16T08:40:31Z,2
ffc7d6a474159eb87ff0b0b14459ded1,WB GRETNA GREEN,55.00777,-3.082936,GRETNA,IN SERVICE,SERVICE STATION,2015-10-12T13:09:12Z,2016-06-16T08:40:31Z,3
034902a7744fd10f689ca0cb0a5aed63,IKEA EDINBURGH,55.880723,-3.168606,LOANHEAD,IN SERVICE,RETAIL CAR PARK,2015-10-21T10:34:25Z,2016-11-24T09:12:17Z,2
c3b51cb8b8661c9bf0b87e41296042e3,IKEA GLASGOW,55.870143,-4.358453,GLASGOW,IN SERVICE,RETAIL CAR PARK,2015-10-21T12:25:54Z,2016-11-24T09:12:17Z,2
39fcb4479f54af1c5d0f62912fa5bd25,MO KINROSS,56.20957,-3.43958,KINROSS,IN SERVICE,SERVICE STATION,2015-10-22T13:32:56Z,2016-06-16T08:40:31Z,2
eeeacf9666443a405a33fee3f7b79826,MO STIRLING,56.07613,-3.92206,STIRLING,IN SERVICE,SERVICE STATION,2015-10-23T14:19:22Z,2016-06-16T08:40:31Z,2
ad51c2da96522b43ff838bca1f6cdc57,RC ANNANDALE WATER,55.219691,-3.410582,LOCKERBIE,IN SERVICE,SERVICE STATION,2015-10-26T16:24:42Z,2016-06-16T08:40:31Z,2
8b96464d7efe28c47cd6d9b23fb04e17,RC BOTHWELL,55.814239,-4.062318,BOTHWELL,IN SERVICE,SERVICE STATION,2015-10-27T13:30:51Z,2016-06-16T08:40:31Z,2
86d1ca0248cccabef7b11c723a599b38,RC HAMILTON,55.787351,-4.034303,HAMILTON,IN SERVICE,SERVICE STATION,2015-10-27T14:03:42Z,2016-06-16T08:40:31Z,2
64466becac41b1675c3dde8b65fdf659,JOHN O'GROATS VISITORS CENTRE,58.643669,-3.070727,WICK,IN SERVICE,PUBLIC CAR PARK,2015-11-03T15:04:27Z,2015-11-03T15:04:27Z,2
ef9c53c5d7af5f3a17befc42be475435,HIGHLAND GATE PUB & RESTAURANT,56.13342,-3.964604,STIRLING,IN SERVICE,RETAIL CAR PARK,2019-04-15T12:11:38Z,2020-08-14T08:32:06Z,3
b5177cff34bb9c0e6f1b45b5a59e2ddc,HIGHLAND GATE PUB & RESTAURANT,56.13342,-3.964604,STIRLING,IN SERVICE,RETAIL CAR PARK,2019-04-15T12:11:39Z,2020-08-14T08:32:17Z,3
a901828b9c82edaf89c65c88b86d3d71,THE CAMPER DOWN ELM PUB & RESTAURANT,56.473367,-3.052672,DUNDEE,IN SERVICE,RETAIL CAR PARK,2019-06-18T10:15:50Z,2020-08-14T08:34:27Z,3
eb22359432e1eb9634e44567b4386d34,MCDONALDS CAR PARK,55.88143,-3.08639,DALKEITH,IN SERVICE,RETAIL CAR PARK,2019-07-31T12:51:13Z,2020-08-14T08:35:21Z,3
6aeba007e55f14376c7bb6a3e8da7fae,MCDONALDS CAR PARK,55.88143,-3.08639,DALKEITH,IN SERVICE,RETAIL CAR PARK,2019-07-31T12:51:13Z,2020-08-14T08:35:36Z,3
b7f85d87ad842dea96749f6ba5c58fdd,RED SQUIRREL PUB & RESTAURANT A78,55.6479,-4.73238,STEVENSTON,IN SERVICE,RETAIL CAR PARK,2019-11-29T13:59:31Z,2019-11-29T13:59:31Z,3
af8e8885eea613c1ddb5840b13e6f9c8,OLD COLLIERY PUB & RESTAURANT A7,55.90711,-3.10131,DALKEITH,IN SERVICE,RETAIL CAR PARK,2019-11-29T13:59:32Z,2019-11-29T13:59:32Z,3
6dfbcb8172dbfca2e94b3ec9a99789a5,NORTHUMBERLAND RETAIL PARK,55.03164,-1.52195,SHIREMOOR,IN SERVICE,RETAIL CAR PARK,2019-11-29T13:59:32Z,2019-11-29T13:59:32Z,3
ca002440985a7a283c67c7303b5c4d64,NORTHUMBERLAND RETAIL PARK,55.03164,-1.52195,SHIREMOOR,IN SERVICE,RETAIL CAR PARK,2019-12-17T12:01:29Z,2019-12-17T12:01:29Z,3
41109bd8a1af3a6178b069627268f0f1,WILLOWBURN RETAIL PARK,55.40034,-1.69499,ALNWICK,IN SERVICE,RETAIL CAR PARK,2019-12-17T12:01:29Z,2019-12-17T12:01:29Z,3
c029524af332e5796fb5dd5284046c5b,WILLOWBURN RETAIL PARK,55.40034,-1.69499,ALNWICK,IN SERVICE,RETAIL CAR PARK,2019-12-17T12:01:29Z,2019-12-17T12:01:29Z,3
632cd7b2a37e8945bddb243a0423fde3,JENNY BURN OATLANDS PUB & RESTAURANT,55.83889,-4.2307,GLASGOW,IN SERVICE,RETAIL CAR PARK,2019-12-17T12:01:30Z,2020-08-14T08:40:18Z,3
d567599ada737818602e396d2ffe56ac,CHAIN RUNNER PUB & RESTAURANT,55.87976,-3.52417,LIVINGSTON,IN SERVICE,RETAIL CAR PARK,2019-12-17T12:15:29Z,2019-12-17T12:15:29Z,3
f697e07c5178d89f8c5d18c58b233ab2,CLYDE RETAIL PARK KFC CAR PARK,55.90338,-4.39719,CLYDEBANK,IN SERVICE,RETAIL CAR PARK,2020-01-06T14:36:08Z,2020-01-06T14:36:08Z,3
8bfd75b1f6a5e7d73f32765d78e7112f,CLYDE RETAIL PARK KFC CAR PARK,55.90338,-4.39719,CLYDEBANK,IN SERVICE,RETAIL CAR PARK,2020-01-06T14:36:09Z,2020-01-06T14:36:09Z,3
459983f19ebdf6261bdca3292b360382,NAE LIMITS CAFE A9,56.652,-3.66847,PITLOCHRY,IN SERVICE,RETAIL CAR PARK,2020-01-30T14:02:47Z,2020-08-14T08:43:47Z,3
2fed4f75ed2ec026b7e8c412cd1be000,NAE LIMITS CAFE A9,56.652,-3.66847,PITLOCHRY,IN SERVICE,RETAIL CAR PARK,2020-01-30T14:02:48Z,2020-08-14T08:44:19Z,3
54131750400c405b83bf61f22889371f,PINE MARTEN PUB & RESTAURANT,55.98873,-2.51199,DUNBAR,IN SERVICE,RETAIL CAR PARK,2020-03-02T10:18:15Z,2020-08-17T12:00:35Z,3
2e400a73fc6ec8cf7ac47e37888f8feb,SPIRAL WEAVE PUB & RESTAURANT,56.13543,-3.20522,KIRKCALDY,IN SERVICE,RETAIL CAR PARK,2020-09-22T11:17:37Z,2020-09-22T11:17:37Z,3
54faf5b06942dcb64310ed1193fab0c8,ROE VALLEY COUNTRY PARK,55.024137,-6.939751,LIMAVADY,IN SERVICE,PUBLIC CAR PARK,2015-08-28T14:03:18Z,2016-02-05T10:58:32Z,2
ee06ed7319069a335dc0c0192632f466,GIANTS CAUSEWAY - CAR PARK,55.240026,-6.511035,BUSHMILLS,IN SERVICE,PUBLIC CAR PARK,2015-09-11T13:20:09Z,2016-02-05T10:36:46Z,1
b4799db05f7307dee6ce5c74497118d1,BP NORTH ROAD - GOSFORTH,55.0143,-1.6218,GOSFORTH,IN SERVICE,SERVICE STATION,2018-04-05T14:04:41Z,2020-01-07T13:27:42Z,3
dffa9a9594963d777f121d2775d1ebf3,MORRISONS MORPETH,55.169552,-1.685545,MORPETH,OUT OF SERVICE,RETAIL CAR PARK,2018-10-25T18:30:40Z,2021-10-18T09:20:28Z,3
5b359e020d0c4726dd6876f6e6500648,MORRISONS BLYTH,55.128482,-1.512294,BLYTH,IN SERVICE,RETAIL CAR PARK,2019-01-09T11:54:39Z,2020-11-09T10:22:18Z,3
523afc398041ab948f936c147edf4f64,STAYBRIDGE LOWER DENS,56.465466,-2.962815,DUNDEE,IN SERVICE,OTHER,2019-02-13T09:32:47Z,2020-01-07T13:57:30Z,2
a63991772e7800fd60a7aaa9ea698cc9,	MORRISONS AMBLE,55.326762,-1.582318,MORPETH,IN SERVICE,RETAIL CAR PARK,2019-12-06T08:21:41Z,2020-04-02T15:05:56Z,3
579f1da6d5d712c6cd847e2c95553bfc,MORRISONS WHITLEY BAY,55.039071,-1.451617,WHITLEY BAY,IN SERVICE,RETAIL CAR PARK,2020-01-28T10:25:13Z,2020-04-03T06:13:50Z,3
1e18b5b435fa0f6297789cee847d074c,AYR 1,55.476453,-4.589121,AYR,IN SERVICE,LEISURE CENTRE,2018-01-10T14:53:40Z,2020-02-18T06:10:32Z,2
fd54721d0227dc2ec7e2250e8c9778f7,AYR 2,55.476457,-4.589169,AYR,IN SERVICE,LEISURE CENTRE,2018-01-10T15:00:02Z,2020-02-18T06:10:45Z,2
63c4a8caf1a16be4b189176227ae3781,DUMFRIES 1,55.084402,-3.594906,DUMFRIES,IN SERVICE,LEISURE CENTRE,2018-01-12T10:23:40Z,2020-02-18T06:12:13Z,2
e6987416785e6bd395e2ee8af209d261,DUMFRIES 2,55.084384,-3.594906,DUMFRIES,IN SERVICE,LEISURE CENTRE,2018-01-12T10:26:56Z,2020-02-18T06:12:27Z,2
7a445574f82e65c51893e253260b9b2a,LIVINGSTON 1,55.873656,-3.53863,LIVINGSTON,IN SERVICE,LEISURE CENTRE,2018-02-01T09:57:00Z,2020-02-18T06:27:56Z,2
e87d854bf396ac001e599a215f7651da,LIVINGSTON 2,55.87366,-3.538595,LIVINGSTON,IN SERVICE,LEISURE CENTRE,2018-02-01T10:00:08Z,2020-02-18T06:28:14Z,2
9a528a23ec4a4ffee7bc553b5922fdc1,COATBRIDGE 1,55.856314,-4.046433,COATBRIDGE,IN SERVICE,SERVICE STATION,2018-03-16T13:29:24Z,2019-12-07T14:18:31Z,2
6716543c21b0be2adbc81ab0ff9351a2,COATBRIDGE 2,55.856306,-4.046409,COATBRIDGE,IN SERVICE,SERVICE STATION,2018-03-16T13:35:09Z,2019-12-07T14:18:58Z,2
f8b02c508d51b1043a8b604fdc2fec77,LANARK 1,55.674647,-3.784377,LANARK,IN SERVICE,DEALERSHIP FORECOURT,2018-07-05T12:41:48Z,2019-12-07T14:20:39Z,2
80e895da1440faf372463f07b42feea3,KIRKIE 1,55.934649,-4.138548,KIRKINTILLOCH,IN SERVICE,DEALERSHIP FORECOURT,2018-07-05T12:47:53Z,2019-12-07T14:21:37Z,2
755658c37b624a7e17877652cf99eec8,GLENCAIRN 1,55.599852,-4.496599,KILMARNOCK,IN SERVICE,DEALERSHIP FORECOURT,2018-07-05T12:54:16Z,2019-10-31T06:31:32Z,2
45e3e10e634fe325178b335b656c0374,GLENCAIRN 2,55.599834,-4.496543,KILMARNOCK,IN SERVICE,DEALERSHIP FORECOURT,2018-07-05T12:58:47Z,2019-12-07T14:22:01Z,2
9215b69bf3fc8955f31f72c4bd4e577a,FORFAR 1,56.644257,-2.881475,FORFAR,IN SERVICE,DEALERSHIP FORECOURT,2018-07-05T13:09:53Z,2019-12-07T14:22:24Z,2
629531d0a1e6d4ba2234c38c9c859f53,FORFAR 2,56.644245,-2.881483,FORFAR,IN SERVICE,DEALERSHIP FORECOURT,2018-07-05T13:13:19Z,2019-12-07T14:22:48Z,2
766c277615f96f99d3f7ed6ed3307bbc,CASTLEBAY 1,55.79034,-4.860853,LARGS,IN SERVICE,DEALERSHIP FORECOURT,2018-07-05T13:20:51Z,2019-12-07T14:23:12Z,2
b06627b44f83a48158f74e7eb2980cff,BELLSHILL 1,55.819555,-4.025077,BELLSHILL,IN SERVICE,SERVICE STATION,2018-07-05T14:49:19Z,2020-02-18T06:12:56Z,2
b03452e740bc2a3537814f3ffa55c765,BELLSHILL 2,55.819548,-4.025128,BELLSHILL,IN SERVICE,SERVICE STATION,2018-07-05T14:51:53Z,2019-12-07T14:25:28Z,2
0d2079fe937915c5f0deb33d45545727,KEITH 1,57.546367,-2.96483,KEITH,IN SERVICE,SERVICE STATION,2018-07-06T13:53:24Z,2019-12-07T14:27:50Z,2
dda208749f101159d5b6f121a1e75b98,GLENROTHES 1,56.197381,-3.169897,GLENROTHES,IN SERVICE,SERVICE STATION,2018-07-06T14:07:51Z,2019-12-07T14:29:01Z,2
9be79c01d32762a5162b8d3f7042a96c,GLENROTHES 2,56.197411,-3.169899,GLENROTHES,IN SERVICE,SERVICE STATION,2018-07-06T14:13:00Z,2019-12-07T14:29:15Z,2
8a76780c6f3cd22891a6e7926fb9ad1c,ROSYTH 1,56.044815,-3.428144,ROSYTH,IN SERVICE,SERVICE STATION,2018-07-06T14:28:33Z,2019-12-07T14:30:15Z,2
e3db0dc2ac4b9393850f8eb4f6281b90,ROSYTH 2,56.04481,-3.428181,ROSYTH,IN SERVICE,SERVICE STATION,2018-07-06T14:31:41Z,2019-12-07T14:30:33Z,2
80debf53d4e90f1860161cef6b55b811,CHARLESTON 1,55.840721,-4.418185,PAISLEY,IN SERVICE,SERVICE STATION,2018-07-09T07:21:32Z,2019-12-07T14:32:21Z,2
9bf717fa26d87832aeeda60df436728e,CHARLESTON 2,55.840736,-4.418157,PAISLEY,IN SERVICE,SERVICE STATION,2018-07-09T07:25:03Z,2019-12-07T14:32:42Z,2
7f776f59bf0f4a8a5d9bc8f6ac307093,ARKLESTON 1,55.862195,-4.408026,PAISLEY,IN SERVICE,SERVICE STATION,2018-07-09T07:30:04Z,2019-12-07T14:33:02Z,2
731c06089058d81d32eade4c5104d8a0,ARKLESTON 2,55.862207,-4.408059,PAISLEY,IN SERVICE,SERVICE STATION,2018-07-09T07:34:50Z,2019-10-31T06:56:38Z,2
c8c117994bcf0d9910e3b10e4fc8227b,STEPPS 1,55.892742,-4.139612,STEPPS,IN SERVICE,LEISURE CENTRE,2018-07-09T09:00:45Z,2019-12-07T11:01:51Z,2
1dcee2628d726541e45f1ba8c31afe98,UNIVERSE 2,55.845513,-4.356079,GLASGOW,IN SERVICE,SERVICE STATION,2018-07-09T10:21:37Z,2019-12-07T11:05:13Z,2
33c6343b93ceaedd75b7b49aa7658af9,STEPPS 2,55.892733,-4.139646,STEPPS,IN SERVICE,LEISURE CENTRE,2018-07-17T10:21:39Z,2020-02-18T06:37:30Z,2
b9488e8d761e1f1997dc902236a67da6,UNIVERSE 1,55.845529,-4.356083,GLASGOW,IN SERVICE,SERVICE STATION,2018-07-17T12:52:05Z,2020-02-18T06:37:57Z,2
4dc2df95963d020813d0c7d9921276a5,LOWMOSS 1,55.920229,-4.211653,BISHOPBRIGGS,IN SERVICE,SERVICE STATION,2018-07-23T10:12:00Z,2020-02-18T06:38:22Z,2
f2a5fbbe089ccd3004f8d43acb4f123d,CAMBUSLANG 1,55.814153,-4.149966,CAMBUSLANG,IN SERVICE,SERVICE STATION,2018-08-16T08:02:56Z,2020-02-18T06:39:40Z,2
ba732215dc6b33c4345c00383334a5e2,NEWMAINS 1,55.78184,-3.878094,NEWMAINS,IN SERVICE,SERVICE STATION,2018-08-16T08:13:06Z,2020-02-18T06:40:23Z,2
053e2bcf1e909e2ac7b3623d0f3fc369,STRATHBOGIE 1,57.440445,-2.766733,HUNTLY,IN SERVICE,SERVICE STATION,2018-08-16T08:30:41Z,2020-02-18T06:41:55Z,2
794029ce0ca4a8ed5ab2250eade9b61f,GRANDSTAND 1,55.180517,-1.713755,MORPETH,IN SERVICE,SERVICE STATION,2018-08-16T08:37:15Z,2020-02-18T06:42:17Z,2
6fa225329f04d942b02e3145a58686e5,GRANDSTAND 2,55.180542,-1.713716,MORPETH,IN SERVICE,SERVICE STATION,2018-08-16T08:40:28Z,2020-02-18T06:42:35Z,2
a3b76b304a2df66e077274fafa124b49,AIKENHEAD 1,55.83236,-4.247965,GLASGOW,IN SERVICE,SERVICE STATION,2018-08-16T08:56:13Z,2020-02-18T06:44:01Z,2
490c7980348eb6954806e6dd7dca0772,AIKENHEAD 2,55.832331,-4.247962,GLASGOW,IN SERVICE,SERVICE STATION,2018-08-16T08:58:55Z,2020-02-18T06:44:27Z,2
