chargedeviceid,name,latitude,longitude,town,chargedevicestatus,locationtype,datecreated,dateupdated,connectorcount
d61efad0e6a1f6ed7064890ae48f26d1,CROFTFOOT 1,55.814151,-4.228017,GLASGOW,IN SERVICE,SERVICE STATION,2018-11-20T13:58:20Z,2020-02-18T06:54:26Z,2
1fbb2eea262d495600ec66f03aea9cfb,CROFTFOOT 2,55.81416,-4.228037,GLASGOW,IN SERVICE,SERVICE STATION,2018-11-20T14:01:03Z,2020-02-18T06:54:45Z,2
285eb263edf5cb049f3f4cc7fa0d2182,ARDEER 1,55.641901,-4.750194,STEVENSTON,IN SERVICE,SERVICE STATION,2019-03-08T08:41:41Z,2020-02-18T18:45:12Z,2
3e0de21930c6e2fe78ffbc484752cbe3,ARDEER 2,55.641925,-4.750188,STEVENSTON,IN SERVICE,SERVICE STATION,2019-03-08T08:46:40Z,2020-02-18T18:45:34Z,2
709ed97abb93839bfa2e67c055d5df49,GREENLAW 1,55.78287,-4.348294,NEWTON MEARNS,IN SERVICE,RETAIL CAR PARK,2019-03-08T11:09:58Z,2020-02-18T18:46:57Z,2
9cbfedd97167fe23790d6ba9e7b7c8bc,GREENLAW 2,55.782878,-4.348267,NEWTON MEARNS,IN SERVICE,RETAIL CAR PARK,2019-03-08T11:13:10Z,2020-02-18T18:47:27Z,2
b759b1649138a906c4ec2b2516ae5084,ABERDEEN 1,57.17783,-2.150006,DANESTONE,IN SERVICE,LEISURE CENTRE,2019-05-29T12:30:21Z,2020-02-18T19:00:24Z,2
065c39fad70e45ac4c1d383ab1b299fd,ABERDEEN 2,57.177805,-2.15,DANESTONE,IN SERVICE,LEISURE CENTRE,2019-05-29T12:33:05Z,2020-02-18T19:00:50Z,2
4ae814b375680f7146d0460bd149c6a0,CUCKOO BRIDGE 1,55.076266,-3.6246,DUMFRIES,IN SERVICE,RETAIL CAR PARK,2019-05-29T12:37:03Z,2020-02-18T19:01:23Z,2
c65ed25090371d31f2cae7555465d52c,CUCKOO BRIDGE 2,55.076269,-3.62456,DUMFRIES,IN SERVICE,RETAIL CAR PARK,2019-05-29T12:40:14Z,2020-02-18T19:02:00Z,2
f03e0ed16b8896d1743f7fea98ed8201,TYNEMOUTH BEACONSFIELD 1,55.02572,-1.42863,TYNEMOUTH,IN SERVICE,PUBLIC CAR PARK,2020-02-28T14:17:06Z,2020-02-28T14:17:06Z,3
bc54502c934c7f8f8f2031d703870a26,TYNEMOUTH BEACONSFIELD 2,55.02572,-1.42863,TYNEMOUTH,IN SERVICE,PUBLIC CAR PARK,2020-02-28T14:17:06Z,2020-02-28T14:17:06Z,3
7d0e12d6ce29b66373222af9b3733075,MAINS OF TAYMOUTH 6677 - 8,56.587528,-4.001681,ABERFELDY,IN SERVICE,HOTEL / ACCOMMODATION,2020-11-06T14:10:59Z,2020-11-06T14:12:02Z,2
4c129b9e5b64787aeb234edaf8d17e11,MAINS OF TAYMOUTH 6679 - 80,56.587561,-4.001688,ABERFELDY,IN SERVICE,HOTEL / ACCOMMODATION,2020-11-06T14:10:59Z,2020-11-06T14:10:59Z,2
f061b24fb0d747c8b66f3c03c090e607,MAINS OF TAYMOUTH 6681 - 2,56.587587,-4.001712,ABERFELDY,IN SERVICE,HOTEL / ACCOMMODATION,2020-11-06T14:10:59Z,2020-11-06T14:10:59Z,2
763537898572ebe18671979a2e0ec89d,STORAGE VAULT COATBRIDGE CARPARK,55.846729,-4.022251,COATBRDIGE,IN SERVICE,OTHER,2020-11-05T14:26:48Z,2021-04-29T06:11:10Z,3
5f2fd65a49e74f39ba2b482d6c42e3c6,STORAGE VAULT CAMBUSLANG CARPARK,55.834436,-4.17265,GLASGOW,IN SERVICE,OTHER,2020-11-05T14:31:44Z,2020-11-05T14:59:13Z,3
61ed53ce552123de3ab35b7d72f41e8a,STORAGE VAULT HAMILTON CARPARK,55.779599,-4.045774,MOTHERWELL,IN SERVICE,OTHER,2020-11-05T14:58:41Z,2020-11-05T14:58:41Z,3
b203ed7ab7ea60931739e7372bee79d0,WHITLEY BAY,55.049718,-1.450766,WHITLEY BAY,IN SERVICE,PUBLIC CAR PARK,2020-10-08T09:32:52Z,2020-10-08T09:32:52Z,3
f799b903af8ccd01d8606e5e6aa0a8e2,WHITLEY BAY,55.049718,-1.450766,WHITLEY BAY,IN SERVICE,PUBLIC CAR PARK,2020-10-08T09:35:23Z,2020-10-08T09:35:23Z,3
9b78e84af6e92738802d258e0967ed8d,KEEL ROW,55.127979,-1.509074,BLYTH,IN SERVICE,PUBLIC CAR PARK,2020-10-08T09:41:54Z,2020-10-08T09:41:54Z,3
75b40a18edb931f3ad12cb1455bc247d,KEEL ROW,55.127979,-1.509074,BLYTH,IN SERVICE,PUBLIC CAR PARK,2020-10-08T09:43:31Z,2020-10-08T09:43:31Z,3
12c5bcacf43b7d502c14bf1cc9073cc3,ANGUS COURT,56.480918,-3.016162,DUNDEE,IN SERVICE,ON-STREET,2020-11-17T10:25:21Z,2020-11-17T13:46:33Z,3
49feb6505cf1c5d6aa01320420cb5314,ANGUS COURT,56.480918,-3.016162,DUNDEE,IN SERVICE,ON-STREET,2020-11-17T10:29:36Z,2020-11-17T13:47:23Z,2
14ea332d0684051d9fef033a5f1607dd,NORTHUMBRIA POLICE,55.031668,-1.580617,NEWCASTLE UPON TYNE,IN SERVICE,WORKPLACE CAR PARK,2013-09-25T11:37:59Z,2019-12-08T09:12:43Z,2
a59c557fdd56324ad6a1d7787258a66c,IONITY GRETNA GREEN,55.008352,-3.08653,GRETNA,IN SERVICE,SERVICE STATION,2020-03-03T12:49:43Z,2020-04-21T12:17:13Z,4
